walking,eating,smoking,discussion,directions,greeting,phoning,posing,purchases,sitting,sittingdown,takingphoto,waiting,walkingdog,walkingtogether
0.2000672947615385,0.13764889584854245,0.15956085547804832,0.15706333331763744,0.2326679239049554,0.28140116296708584,0.17577251605689526,0.17831513984128833,0.30188690312206745,0.2266785018146038,0.18740171613171697,0.1456472473219037,0.17824804177507758,0.2780141467228532,0.15503563545644283
0.17444687709212303,0.12038007006049156,0.15024212142452598,0.1711158170364797,0.203665504232049,0.2910966109484434,0.4946060189977288,0.22220789175480604,0.33607170917093754,0.2536542136222124,0.268901901319623,0.128866046667099,0.1825529094785452,0.30866093281656504,0.16232746746391058
0.17332456819713116,0.11458145501092076,0.16187897138297558,0.20777068194001913,0.1807278930209577,0.2708511333912611,0.7228650376200676,0.23626825958490372,0.26273490861058235,0.18140376079827547,0.31469276128336787,0.20263135200366378,0.22529560700058937,0.2976828720420599,0.17962920013815165
0.1575195323675871,0.13058567605912685,0.1850617928430438,0.23005098337307572,0.1793637159280479,0.22766593284904957,0.22596005257219076,0.23291338747367263,0.2528508510440588,0.22497623693197966,0.32048362074419856,0.17240346036851406,0.21708697080612183,0.31794969365000725,0.16894558537751436
0.15814545191824436,0.11910482728853822,0.2712875376455486,0.2425909391604364,0.1857286300510168,0.25300403498113155,0.9835360003635287,0.21933965804055333,0.2838627304881811,0.19441463612020016,0.19307668041437864,0.11355612892657518,0.21270810067653656,0.29589614272117615,0.14296357333660126
0.15009754989296198,0.13042649114504457,0.18031672667711973,0.1686079534702003,0.2176239714026451,0.2550279153510928,0.8795669246464968,0.23133711330592632,0.26478385739028454,0.1856048358604312,0.20082776760682464,0.11692034173756838,0.2107374593615532,0.2948289308696985,0.13769194018095732
0.16207924578338861,0.13835083600133657,0.13464938011020422,0.14054301008582115,0.198583560064435,0.22901991195976734,0.20999620482325554,0.22795361140742898,0.2583563644438982,0.17912964429706335,0.272776888217777,0.13035742659121752,0.24822467658668756,0.27255822718143463,0.13842016831040382
0.17180960532277822,0.14592768670991063,0.27320949686691165,0.15368560887873173,0.16433979803696275,0.211530277505517,0.20929066836833954,0.22651193663477898,0.226171282120049,0.20166604686528444,0.1950299427844584,0.112598464358598,0.20998411998152733,0.2710925191640854,0.12636876571923494
0.15076976735144854,0.1521951644681394,0.28204521629959345,0.19030411262065172,0.15624890942126513,0.21666616387665272,0.20218944735825062,0.21229441231116652,0.21431617252528667,0.2573759239166975,0.18895001476630569,0.13164169108495116,0.21602831035852432,0.2766438405960798,0.14120343513786793
0.15887489635497332,0.15690292278304696,0.12155640730634332,0.1988065498881042,0.1350549035705626,0.24745609238743782,0.19242548942565918,0.2017339994199574,0.22928061336278915,0.15899105556309223,0.15074050473049283,0.12189627718180418,0.23722445592284203,0.29733029566705227,0.13545123487710953
0.16898038797080517,0.1580908172763884,0.18127811048179865,0.4614404938183725,0.14299847278743982,0.40155561454594135,0.21306921914219856,0.20719871763139963,0.27899370715022087,0.15598518587648869,0.14598101051524282,0.21708178706467152,0.21761577483266592,0.3236954305320978,0.14554516691714525
0.1841830676421523,0.13895875867456198,0.13163195643574,0.21583699667826295,0.14640407590195537,0.2282541561871767,0.21508244331926107,0.21133042918518186,0.36617871280759573,0.19282805640250444,0.2146262088790536,0.12869987916201353,0.23415163345634937,0.3194917542859912,0.1604199530556798
0.1864252220839262,0.16274751257151365,0.1413747421465814,0.4230294688604772,0.17250356450676918,0.3183842981234193,0.25131634809076786,0.2076451238244772,0.2845758367329836,0.1480306489393115,0.13344077160581946,0.1266140127554536,0.2392274709418416,0.31250616908073425,0.15806234907358885
0.16694915015250444,0.15861539915204048,0.10262820217758417,0.19849164644256234,0.19473628513514996,0.34769204445183277,0.2874919790774584,0.3196326559409499,0.2534708362072706,0.1809429181739688,0.1328372065909207,0.11008514976128936,0.3312466675415635,0.27130743116140366,0.1701908940449357
0.17302673030644655,0.13936249678954482,0.15413662837818265,0.2127281315624714,0.1875559464097023,0.38382632564753294,0.22411291487514973,0.40054401103407145,0.2566512180492282,0.15549443196505308,0.17254277504980564,0.10376041196286678,0.26445573661476374,0.2706957161426544,0.1399715868756175
0.17248016875237226,0.11600014148280025,0.12299070274457335,0.23965548956766725,0.1887961933389306,0.2991263708099723,0.23448948748409748,0.28428380843251944,0.2678560521453619,0.1546485861763358,0.1674184021539986,0.12117576086893678,0.25772979110479355,0.25312154088169336,0.1386511903256178
0.14835238736122847,0.1323218820616603,0.12676554545760155,0.24447577726095915,0.16852166783064604,0.22757555032148957,0.21611969824880362,0.2644320158287883,0.3003161698579788,0.14991434756666422,0.16495637921616435,0.12385678105056286,0.276218606159091,0.2435411112383008,0.14870457537472248
0.13745757471770048,0.14194447547197342,0.1375730074942112,0.21341540478169918,0.16893107816576958,0.22349537862464786,0.23104331362992525,0.3143023084849119,0.32906801998615265,0.14597477950155735,0.1583888614550233,0.11971287243068218,0.28229948319494724,0.22948681190609932,0.16500490345060825
0.15729698352515697,0.15129754971712828,0.14050779957324266,0.21580606047064066,0.17514765914529562,0.2455980139784515,0.23082284070551395,0.2819385342299938,0.28939612954854965,0.23785085137933493,0.15190835110843182,0.10835881624370813,0.23934197146445513,0.4090365399606526,0.16768117528408766
0.15834556240588427,0.1593553344719112,0.1899575088173151,0.20909456722438335,0.18024861253798008,0.15947245666757226,0.23294007126241922,0.3013655664399266,0.3758377907797694,0.13379053864628077,0.13715766137465835,0.08753738040104508,0.25334054976701736,0.22669634595513344,0.1584173608571291
0.16309318412095308,0.167199342045933,0.16500329179689288,0.21831475477665663,0.16885758470743895,0.20324765052646399,0.18618273548781872,0.2722300672903657,0.3694928949698806,0.14405669178813696,0.13860182417556643,0.08493117010220885,0.24931499920785427,0.22453796584159136,0.1562120383605361
0.15572870895266533,0.1733860969543457,0.19023996219038963,0.21514861192554235,0.1659573446959257,0.2118230788037181,0.18616406805813313,0.320176619105041,0.33564526680856943,0.17914455756545067,0.20779771218076348,0.09030821267515421,0.22639914974570274,0.19836698565632105,0.17418070137500763
0.14437564555555582,0.16872639814391732,0.1879810127429664,0.2268714914098382,0.16193252243101597,0.16972828097641468,0.27206640411168337,0.33130762726068497,0.29758479073643684,0.1276428084820509,0.18005459057167172,0.10736894514411688,0.2574134198948741,0.21263217367231846,0.2267093425616622
0.14104641322046518,0.1897714240476489,0.1762746819294989,0.2524349633604288,0.14720683870837092,0.20086386054754257,0.18740900792181492,0.31924971006810665,0.299384830519557,0.11376786418259144,0.30971450125798583,0.14177278894931078,0.2884310386143625,0.2778619397431612,0.3240844076499343
0.1747993901371956,0.19651552569121122,0.2296060980297625,0.23167883045971394,0.13059340370818973,0.23354618530720472,0.17782525718212128,0.2851867685094476,0.3001393275335431,0.11670883186161518,0.2399624981917441,0.13936254056170583,0.22037009056657553,0.2297135703265667,0.27480276860296726
0.1743855969980359,0.18378821387887,0.14960759226232767,0.22206620872020721,0.10743567580357194,0.18791348114609718,0.18042463809251785,0.3407344566658139,0.25997679866850376,0.12432399392127991,0.23260549688711762,0.1375494603998959,0.2336190426722169,0.27069350238889456,0.17867841105908155
0.16963308956474066,0.16032256931066513,0.13521435763686895,0.2058890676125884,0.12110271956771612,0.20785706769675016,0.20431343466043472,0.37912247236818075,0.2877653241157532,0.14241089951246977,0.2027865988202393,0.1336084632202983,0.23180541303008795,0.3224718812853098,0.15032872278243303
0.20203864760696888,0.1816572481766343,0.11935475375503302,0.18587123090401292,0.1415300825610757,0.22872275486588478,0.17654884792864323,0.38755507953464985,0.27680869959294796,0.16311844624578953,0.17779278988018632,0.13224971340969205,0.21532252803444862,0.20295051764696836,0.1402673227712512
0.17368945945054293,0.19531548535451293,0.1475144629366696,0.215428049210459,0.16323959454894066,0.21670078299939632,0.2239323239773512,0.3498754929751158,0.8906895089894533,0.13261312060058117,0.1502654105424881,0.11001125583425164,0.18099627830088139,0.4360516769811511,0.15858649648725986
